boundary_precision,boundary_recall,boundary_f_score,reference_to_estimated,estimated_to_reference,Precision@0.5,Recall@0.5,F-measure@0.5,Precision@3.0,Recall@3.0,F-measure@3.0,Ref-to-est deviation,Est-to-ref deviation,Pairwise Precision,Pairwise Recall,Pairwise F-measure,Rand Index,Adjusted Rand Index,Mutual Information,Adjusted Mutual Information,Normalized Mutual Information,NCE Over,NCE Under,NCE F-measure,V Precision,V Recall,V-measure
0.3333333333333333,0.29411764705882354,0.3125,2.3417299999999983,2.8765300000000025,0.375,0.35294117647058826,0.3636363636363636,0.5625,0.5294117647058824,0.5454545454545455,2.3417299999999983,2.6091300000000004,0.24962992706016726,0.9727413550244064,0.397302124259739,0.2683411284640771,0.0045087130487514145,0.027903147259560078,0.01830842716302193,0.0777583352135478,0.9144765838497366,0.1912476936080557,0.31633842375593835,0.3200509203000902,0.01889186473675264,0.03567775425297971
0.5714285714285714,0.3076923076923077,0.4,5.43639,0.23219999999999996,0.5714285714285714,0.3076923076923077,0.4,0.7142857142857143,0.38461538461538464,0.5,5.43639,0.23219999999999996,0.32014406405314466,0.99831446227018,0.4848153245221288,0.355041841198488,0.04535368574639018,0.10405374949932895,0.07425376350783551,0.25232250168421166,0.9723412294984995,0.28783762930615564,0.44418519231620496,0.8444183842295173,0.07539703782535623,0.138433523356126
0.25,0.5,0.3333333333333333,5.0205250000000206,12.343280000000021,0.23076923076923078,0.5,0.3157894736842105,0.23076923076923078,0.5,0.3157894736842105,4.993860000000009,9.944180000000017,0.5858576371693898,0.9915431853627155,0.7365320715321074,0.5947208952535818,0.06488525341312254,0.02802557295158553,0.0360605710008135,0.10964923336236031,0.9172984350275917,0.4680889336322549,0.6198659753769221,0.3283608211816563,0.03661506976894169,0.06588355381852179
0.21428571428571427,0.15,0.1764705882352941,6.564840000000004,3.0222200000000115,0.2,0.15,0.17142857142857143,0.4666666666666667,0.35,0.4,6.564840000000004,2.562310000000025,0.2275597330803361,0.9795061538512636,0.3693189598581887,0.27170662271318,0.024741387329862582,0.08120525524901706,0.04836849628627073,0.16600890324091092,0.9102965195033855,0.18413048815479127,0.3063033739644639,0.5663521639891663,0.04866045847010747,0.08962078158672354
0.21428571428571427,0.3333333333333333,0.2608695652173913,2.0034899999999993,7.24906500000003,0.2,0.3333333333333333,0.25,0.3333333333333333,0.5555555555555556,0.4166666666666667,2.0034899999999993,3.9862400000000093,0.27690149765531535,0.9844602043878631,0.43222892297347654,0.2903020506211224,0.006827128607054211,0.021005795242381584,0.014329253026563182,0.06827873747321936,0.9342196945933716,0.2185917934854572,0.35428647382916645,0.3153965133152894,0.0147813491719746,0.0282392402435306
0.8,0.8,0.8000000000000002,0.02611999999999881,0.35519,0.8,0.8,0.8000000000000002,0.8,0.8,0.8000000000000002,0.01633,0.35519,0.8978897331556772,0.9974497194691416,0.9450548409257812,0.9113487646771037,0.7189524131889794,0.23588199761901316,0.49724815543932105,0.6444768416814143,0.9310094925793415,0.7849082328101948,0.8517389904391547,0.8314411633849444,0.49955477038529494,0.6241197120521744
0.2222222222222222,0.2857142857142857,0.25,1.3688399999999916,2.49535,0.2222222222222222,0.2857142857142857,0.25,0.5555555555555556,0.7142857142857143,0.6250000000000001,1.3688399999999916,2.49535,0.8896044898976215,0.9586705439536601,0.9228470921415837,0.859599014250641,0.15571633568361304,0.011568603177216474,0.044996751279169314,0.06405266141621395,0.8279697611492361,0.7835441421455649,0.8051445971340996,0.08843762335155181,0.04639138048962499,0.06085846987837798
0.4444444444444444,0.4444444444444444,0.4444444444444444,1.31658,1.31658,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.31658,1.31658,0.598516758599625,0.999665275341278,0.7487462724211649,0.6218201616047265,0.14779919467200542,0.12508560347497166,0.15010624501665729,0.3741924011511082,0.9853509882670377,0.494203598236738,0.6582575707171493,0.924918982031729,0.15138618170821583,0.2601863445357672
0.25,0.11764705882352941,0.15999999999999998,14.926170000000006,1.4004900000000085,0.2222222222222222,0.11764705882352941,0.15384615384615383,0.6666666666666666,0.35294117647058826,0.46153846153846156,14.926170000000006,1.2020700000000204,0.3715878417090141,0.996069942202385,0.541257446662819,0.3929277630527157,0.0368250613063556,0.05201457079532546,0.04040682384611765,0.152812650933135,0.9424787354524155,0.32530031489892075,0.48366255830342564,0.5660816909886637,0.04125147775832194,0.07689916338141062
0.10526315789473684,0.1111111111111111,0.10810810810810811,10.736524999999993,10.263219999999999,0.15,0.16666666666666666,0.15789473684210525,0.25,0.2777777777777778,0.2631578947368421,10.736524999999993,10.244374999999994,0.4004482778730405,0.9964518594721276,0.5713041618957253,0.4100536140826139,0.019418820469827625,0.018032915823620203,0.012590358068393799,0.0668217757430056,0.950155220810993,0.37786158909726575,0.54069671249042,0.34294399709736767,0.01302005502717829,0.025087644029211785
