boundary_precision,boundary_recall,boundary_f_score,reference_to_estimated,estimated_to_reference,Precision@0.5,Recall@0.5,F-measure@0.5,Precision@3.0,Recall@3.0,F-measure@3.0,Ref-to-est deviation,Est-to-ref deviation,Pairwise Precision,Pairwise Recall,Pairwise F-measure,Rand Index,Adjusted Rand Index,Mutual Information,Adjusted Mutual Information,Normalized Mutual Information,NCE Over,NCE Under,NCE F-measure,V Precision,V Recall,V-measure
0.45454545454545453,0.4166666666666667,0.43478260869565216,0.91113,0.25542000000000087,0.45454545454545453,0.4166666666666667,0.43478260869565216,0.6363636363636364,0.5833333333333334,0.6086956521739131,0.91113,0.25542000000000087,0.557504125916976,0.9996729771344126,0.715810434443242,0.5593939623134495,0.010851447214550546,0.006324173674970783,0.005794163218406257,0.05105988756495785,0.9852612412673624,0.4276538902481165,0.5964276173994102,0.3823493303672295,0.0068186653175060785,0.013398389112442429
0.2631578947368421,0.29411764705882354,0.27777777777777773,2.4383499999999856,3.653809999999993,0.25,0.29411764705882354,0.27027027027027023,0.45,0.5294117647058824,0.48648648648648646,2.4383499999999856,3.1221549999999993,0.24816449250136804,0.9985979187287103,0.3975361199247778,0.24962636576010988,0.0006634126950105904,0.004001136762682729,0.002136337961007367,0.034141087596973,0.9923568769061796,0.17790772755380913,0.3017231423046251,0.4302785249830441,0.002708975220992671,0.00538405317361388
0.21428571428571427,0.23076923076923078,0.22222222222222224,1.8156999999999925,1.8088699999999989,0.2,0.23076923076923078,0.21428571428571427,0.6,0.6923076923076923,0.6428571428571429,1.8156999999999925,1.8020400000000052,0.19775202976388326,0.9976813009447499,0.33007863717894437,0.20092928334244148,0.0010912334397924798,0.007214783105729911,0.003479975182977308,0.042804910432553606,0.9872018510031731,0.15415138720134214,0.266663342576163,0.4485192083929147,0.004085132415408643,0.00809652136286195
0.375,0.25,0.3,3.186894999999998,0.3157850000000002,0.375,0.25,0.3,0.625,0.4166666666666667,0.5,3.186894999999998,0.3157850000000002,0.28776461274318144,0.9986683971884639,0.4467880136114698,0.29206402817818844,0.0042197911402565135,0.007762306735047807,0.004056526567111863,0.04438265681876192,0.979299645668128,0.14525881336479773,0.2529915689410223,0.35106564216719505,0.0056109741019712,0.011045412771357536
0.2857142857142857,0.3076923076923077,0.29629629629629634,1.1217399999999884,1.0477649999999947,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.6153846153846154,0.6153846153846154,1.1217399999999884,1.1217399999999884,0.305746904431653,0.9995671579847895,0.4682621188645286,0.30992207599216115,0.005058210286468322,0.011768223995615435,0.007516634216214227,0.06903458083650398,0.986599931928682,0.23633209684566692,0.38132165185694145,0.5588894464684291,0.008527220153084492,0.01679814369799172
0.16666666666666666,0.5,0.25,1.6536300000000068,9.601750000000006,0.15789473684210525,0.5,0.23999999999999996,0.15789473684210525,0.5,0.23999999999999996,1.6269649999999949,7.89768,0.572865298831018,0.9995793268587491,0.7283236565930686,0.5739592337702724,0.007197479820108001,0.005243670982953726,0.006291429345314668,0.05549345461461825,0.9907356717359564,0.4516552651361736,0.6204572852740232,0.4495134837151523,0.006850792282389162,0.013495900827619653
0.125,0.375,0.1875,0.791444999999996,30.840115000000004,0.12244897959183673,0.375,0.1846153846153846,0.2857142857142857,0.875,0.4307692307692308,0.791444999999996,30.658370000000005,0.24104311449831187,0.9978598560809704,0.38829069467825944,0.2518857264572756,0.00808729563733045,0.026935828780799635,0.015229598688829726,0.0966882090024206,0.9748935773643981,0.21562213161594912,0.35313877786635706,0.6075073708933914,0.015388471330558762,0.03001660671459409
0.1875,0.15,0.16666666666666663,5.8946100000000285,4.159224999999992,0.17647058823529413,0.15,0.16216216216216214,0.35294117647058826,0.3,0.3243243243243243,5.8946100000000285,4.0395299999999565,0.22490759947464772,0.9810697504607117,0.3659273410153801,0.2598238745790507,0.018155435812874588,0.060664742756925155,0.03605845015388744,0.13556734906325604,0.9144079506796728,0.1735747528336804,0.29176591413785913,0.5055705716571747,0.03635200931849636,0.06782705418530706
0.5,0.3,0.37499999999999994,2.473639999999996,0.7070049999999988,0.46153846153846156,0.3,0.3636363636363637,0.7692307692307693,0.5,0.6060606060606061,2.473639999999996,0.46981999999999857,0.23370092802368791,0.9993563359449579,0.3788153396623238,0.23726843811508624,0.0025608140574089598,0.008216189450043142,0.004440498138500791,0.049406676517492504,0.9872430149328733,0.22434000897654294,0.36560120513644445,0.48164337448571803,0.005068106017466767,0.010030664088631845
0.5,0.2727272727272727,0.3529411764705882,2.0415600000000005,0.47256499999999946,0.4,0.18181818181818182,0.25000000000000006,1.0,0.45454545454545453,0.625,2.0415600000000005,0.8580499999999986,0.27416121345084543,0.9920537757872084,0.4295995060712081,0.28945317467153975,0.012056453088342712,0.029885374458718035,0.019356197393054643,0.09767965311261553,0.9484113992031895,0.2208218385912516,0.358234682599348,0.4552652902481872,0.020957702764907715,0.04007078520855285
